Video analysis detailed log																																								
Face Model:	General61																																							
Calibration:	None																																							
Start time:	0																																							
Filename:	\Donald_Trump.mp4																																							
Frame rate:	29.97002997																																							
Video Time	Neutral	Happy	Sad	Angry	Surprised	Scared	Disgusted	Contempt	Valence	Arousal	Y - Head Orientation	X - Head Orientation	Z - Head Orientation	Mouth	Left Eye	Right Eye	Left Eyebrow	Right Eyebrow	Action Unit 01 - Inner Brow Raiser	Action Unit 02 - Outer Brow Raiser	Action Unit 04 - Brow Lowerer	Action Unit 05 - Upper Lid Raiser	Action Unit 06 - Cheek Raiser	Action Unit 07 - Lid Tightener	Action Unit 09 - Nose Wrinkler	Action Unit 10 - Upper Lip Raiser	Action Unit 12 - Lip Corner Puller	Action Unit 14 - Dimpler	Action Unit 15 - Lip Corner Depressor	Action Unit 17 - Chin Raiser	Action Unit 18 - Lip Puckerer	Action Unit 20 - Lip Stretcher	Action Unit 23 - Lip Tightener	Action Unit 24 - Lip Pressor	Action Unit 25 - Lips Part	Action Unit 26 - Jaw Drop	Action Unit 27 - Mouth Stretch	Action Unit 43 - Eyes Closed	Stimulus	Event Marker
00:07.6	0.2158402	0.000499177	0.530569	0.036691	0.000818202	0.04060758	0.0478982	0.04472071	-0.5300698	0.6326248	36.46981	1.300724	-6.269152	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	B	NotActive	B	B	NotActive	NotActive	C	NotActive	C	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:07.6	0.197621	0.000485215	0.5619255	0.03740659	0.000769536	0.04234428	0.05088451	0.04116105	-0.5614402	0.6325204	37.05671	1.583186	-6.380164	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	B	NotActive	B	B	NotActive	NotActive	C	NotActive	C	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:07.7	0.182252	0.00049131	0.5813007	0.03746263	0.000724403	0.04266181	0.05387608	0.03793976	-0.5808094	0.6325023	37.14264	1.649622	-6.47867	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	B	NotActive	B	B	NotActive	NotActive	C	NotActive	C	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:07.7	0.1671308	0.000477523	0.6067362	0.03780443	0.000683007	0.04439317	0.05824984	0.03483564	-0.6062587	0.6325023	37.1773	1.589478	-6.59444	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	B	NotActive	C	B	NotActive	NotActive	C	NotActive	C	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:07.7	0.1533149	0.000463495	0.6271925	0.03886575	0.000644202	0.04574779	0.06324123	0.03196182	-0.626729	0.6335702	37.23713	1.57627	-6.678712	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	B	NotActive	C	B	NotActive	NotActive	C	NotActive	C	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:07.8	0.1406372	0.000457507	0.6407967	0.03981283	0.000606803	0.04635785	0.07008176	0.02950923	-0.6403391	0.6336173	37.18427	1.533282	-6.722476	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	B	NotActive	C	B	NotActive	NotActive	C	NotActive	C	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:07.8	0.1307772	0.000427368	0.6438452	0.04256883	0.000604653	0.04718185	0.06895456	0.02726209	-0.6434178	0.6336449	36.40289	0.6046491	-7.405528	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	B	NotActive	C	B	NotActive	NotActive	C	NotActive	C	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:07.8	0.1228844	0.000402561	0.6256917	0.04667138	0.000600563	0.04688554	0.06719727	0.02498512	-0.6252891	0.6336449	35.02096	0.6910748	-7.16276	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	B	NotActive	C	B	NotActive	NotActive	C	NotActive	B	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:07.9	0.1144736	0.000394915	0.6043932	0.04816125	0.000578291	0.04627255	0.07065202	0.02366183	-0.6039982	0.6336449	34.50798	0.2426082	-7.089963	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	B	NotActive	C	B	NotActive	NotActive	C	NotActive	B	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:07.9	0.1079796	0.00039836	0.5768861	0.05102606	0.00056922	0.04392795	0.07256322	0.02329649	-0.5764877	0.6336449	33.91016	-0.1941275	-6.910665	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	B	NotActive	C	B	NotActive	NotActive	C	NotActive	B	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:07.9	0.105501	0.000402434	0.5421628	0.05215533	0.000578135	0.04155323	0.07013845	0.02540496	-0.5417603	0.6335419	33.96896	-0.08442016	-6.863328	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	B	NotActive	C	B	NotActive	NotActive	C	NotActive	B	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.0	0.1012163	0.000426359	0.506291	0.0546377	0.000563406	0.0391371	0.07202876	0.02823826	-0.5058646	0.6332772	34.26756	-0.3871326	-6.789091	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	B	NotActive	C	B	NotActive	NotActive	C	NotActive	B	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.0	0.09932505	0.000428849	0.4797457	0.05473142	0.000575577	0.03698829	0.07142697	0.02828042	-0.4793169	0.6328763	34.9535	-0.1761824	-6.618405	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	A	NotActive	B	B	NotActive	NotActive	C	NotActive	B	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.0	0.09627552	0.000434181	0.4502922	0.05658703	0.0005761	0.03486583	0.07176488	0.02760593	-0.449858	0.6323727	35.72157	0.4879224	-6.454478	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	A	NotActive	B	B	NotActive	NotActive	C	NotActive	B	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.1	0.09367675	0.00041857	0.4376118	0.05723216	0.000598856	0.03293518	0.07126857	0.02556203	-0.4371932	0.6318634	36.134	0.7721803	-6.340526	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	A	NotActive	B	B	NotActive	NotActive	C	NotActive	B	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.1	0.09720091	0.000388018	0.4245155	0.060071	0.000689953	0.03137669	0.06781071	0.02411012	-0.4241275	0.6313514	36.87199	-0.6490261	-6.664565	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	A	NotActive	B	B	NotActive	NotActive	C	NotActive	B	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.1	0.1056778	0.000367788	0.4036232	0.06045105	0.000773615	0.02995528	0.06383705	0.02310937	-0.4032554	0.6308216	37.20399	0.05266924	-6.663999	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	A	NotActive	B	B	NotActive	NotActive	C	NotActive	B	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.2	0.1127368	0.000360565	0.3786352	0.05986008	0.000814885	0.02831134	0.06150443	0.02181628	-0.3782746	0.6302992	37.64988	0.5042123	-6.693688	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	A	NotActive	B	B	NotActive	NotActive	C	NotActive	B	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.2	0.1159521	0.000348605	0.3588399	0.06139704	0.000853131	0.02686411	0.0583414	0.02057263	-0.3584913	0.6298558	37.86294	1.998129	-6.660358	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	A	NotActive	B	B	NotActive	NotActive	C	A	A	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.2	0.1236681	0.000327546	0.3390016	0.0651271	0.000968999	0.02557862	0.05443628	0.01943345	-0.338674	0.6294475	37.60526	0.3751313	-6.696968	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	A	NotActive	B	B	NotActive	NotActive	C	A	A	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.3	0.1251584	0.000308482	0.3314654	0.06836382	0.00107343	0.02417206	0.05180863	0.0182618	-0.3311569	0.6289306	37.20169	0.5336998	-6.729743	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	A	NotActive	B	B	NotActive	NotActive	D	A	A	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.3	0.1404044	0.000304128	0.3063957	0.07059164	0.001125155	0.02301644	0.04890664	0.01776177	-0.3060916	0.6284543	37.80842	0.2258924	-6.737928	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	A	NotActive	B	B	NotActive	NotActive	D	A	A	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.3	0.1462063	0.000293141	0.2960622	0.07130123	0.001222781	0.02203553	0.04687783	0.01715442	-0.2957691	0.6279079	37.94611	0.9689198	-6.566428	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	A	NotActive	B	B	NotActive	NotActive	D	A	A	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.4	0.1422891	0.000280967	0.3130945	0.07209325	0.001286728	0.02134921	0.04564878	0.01693423	-0.3128135	0.6274036	38.49658	2.262325	-6.048203	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	A	NotActive	B	B	NotActive	NotActive	D	A	A	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.4	0.1461353	0.000265497	0.3080206	0.07444548	0.001428269	0.02048243	0.04343352	0.01618019	-0.3077551	0.6269287	38.71329	0.7834601	-6.512472	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	A	NotActive	B	B	NotActive	NotActive	D	A	A	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.4	0.1492582	0.000261302	0.290977	0.07686166	0.001453622	0.01965582	0.04130336	0.01571792	-0.2907157	0.6265108	39.06021	2.087554	-6.180713	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	NotActive	NotActive	B	B	NotActive	NotActive	D	B	A	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.5	0.1524417	0.000249704	0.2787972	0.0810722	0.001535023	0.01900718	0.03898753	0.01513905	-0.2785475	0.626146	39.24986	0.5943799	-6.60639	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	NotActive	NotActive	B	B	NotActive	NotActive	D	B	A	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.5	0.1560698	0.000239883	0.2670733	0.08159389	0.00157324	0.01844539	0.03732971	0.01426344	-0.2668334	0.6258792	39.03671	1.20424	-6.339379	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	A	NotActive	NotActive	D	NotActive	NotActive	NotActive	B	B	NotActive	NotActive	D	B	A	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.5	0.1594087	0.000234281	0.2547801	0.08196646	0.001605074	0.01785724	0.03611702	0.01346723	-0.2545458	0.6256058	38.97134	1.578878	-6.168091	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	A	NotActive	NotActive	D	NotActive	NotActive	NotActive	B	B	NotActive	NotActive	D	B	A	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.6	0.1595225	0.000229826	0.2467609	0.08202195	0.001628831	0.01731728	0.03504217	0.01290051	-0.2465311	0.6253308	39.04974	2.051127	-6.058801	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	A	NotActive	NotActive	D	NotActive	NotActive	NotActive	B	B	NotActive	NotActive	D	B	A	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.6	0.1617715	0.000224078	0.242304	0.08219419	0.001650025	0.01691971	0.03379765	0.01231338	-0.2420799	0.6251498	39.88892	1.119639	-5.82638	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	A	NotActive	NotActive	D	NotActive	NotActive	NotActive	B	B	NotActive	NotActive	D	B	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.6	0.1642704	0.000216525	0.2333597	0.08190117	0.001678974	0.01677823	0.03296616	0.01182874	-0.2331432	0.6249011	40.21756	1.013397	-5.735321	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	A	NotActive	NotActive	D	NotActive	NotActive	NotActive	B	B	NotActive	NotActive	D	B	A	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.7	0.1641292	0.000210482	0.2309542	0.08195747	0.00169196	0.01644283	0.03210768	0.01113057	-0.2307437	0.62477	40.35377	2.228179	-5.820183	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	A	NotActive	NotActive	D	NotActive	NotActive	NotActive	B	B	NotActive	NotActive	D	B	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.7	0.1553575	0.000200949	0.2546671	0.08219182	0.001703573	0.01644818	0.03262007	0.01065436	-0.2544661	0.6246492	40.48713	2.417729	-5.981135	Closed	Closed	Open	Lowered	Lowered	A	NotActive	A	NotActive	NotActive	D	NotActive	NotActive	NotActive	B	C	NotActive	NotActive	D	B	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.7	0.1652247	0.000195162	0.2486085	0.0795413	0.001745966	0.01634724	0.03177154	0.01042299	-0.2484134	0.6245743	40.43838	1.568646	-7.057529	Closed	Closed	Open	Lowered	Lowered	A	NotActive	A	NotActive	NotActive	D	NotActive	NotActive	NotActive	B	C	NotActive	NotActive	D	B	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.8	0.1682333	0.000188193	0.2450335	0.07743859	0.00176493	0.01638012	0.03175573	0.01030118	-0.2448453	0.6245152	40.84331	2.036865	-7.513141	Closed	Closed	Open	Lowered	Lowered	A	NotActive	A	NotActive	NotActive	D	NotActive	A	NotActive	B	C	NotActive	NotActive	D	B	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.8	0.1618157	0.000177136	0.2829967	0.07626528	0.00181709	0.01768893	0.03060376	0.009888673	-0.2828196	0.6244894	40.09159	2.225245	-8.015578	Closed	Closed	Open	Lowered	Lowered	A	NotActive	A	NotActive	NotActive	D	NotActive	A	NotActive	B	C	NotActive	NotActive	D	B	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.8	0.1545229	0.000168174	0.3011284	0.07770217	0.001794845	0.01866191	0.03048041	0.009863804	-0.3009602	0.6244341	39.85942	0.7435579	-8.135525	Closed	Closed	Open	Lowered	Lowered	A	NotActive	A	NotActive	NotActive	D	NotActive	A	NotActive	B	C	NotActive	NotActive	D	B	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.9	0.1576219	0.000161025	0.3002639	0.07678787	0.001842757	0.01896928	0.02999091	0.009697408	-0.3001029	0.6243888	39.11203	0.6216432	-8.051656	Closed	Closed	Open	Lowered	Lowered	A	NotActive	A	NotActive	NotActive	D	NotActive	A	NotActive	B	C	NotActive	NotActive	D	B	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.9	0.1662426	0.000155813	0.2933274	0.07501241	0.001896019	0.01873046	0.03018725	0.01022802	-0.2931716	0.6243865	39.56829	1.387657	-7.477392	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	A	NotActive	NotActive	D	NotActive	A	NotActive	B	C	NotActive	NotActive	D	B	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:08.9	0.1719449	0.000155512	0.2810346	0.07382624	0.001905568	0.01823348	0.03206361	0.01071338	-0.2808791	0.6243559	39.35625	1.129678	-7.596225	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	A	NotActive	NotActive	D	NotActive	A	NotActive	B	C	NotActive	NotActive	D	A	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.0	0.1780544	0.000155174	0.2686801	0.07147648	0.001915004	0.01783404	0.03656783	0.01027687	-0.2685249	0.6242384	39.66047	1.314593	-7.429313	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	A	NotActive	NotActive	D	NotActive	A	NotActive	A	C	NotActive	NotActive	D	A	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.0	0.185517	0.000155626	0.2567073	0.07020102	0.001910498	0.01746893	0.03717263	0.009787807	-0.2565517	0.6242384	39.60188	1.583005	-6.825676	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	A	NotActive	A	C	NotActive	NotActive	D	B	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.0	0.1897908	0.00016245	0.2374191	0.07052895	0.001859833	0.01711977	0.03924239	0.009368137	-0.2372567	0.6252744	39.55455	1.783512	-6.717139	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	B	NotActive	B	C	NotActive	NotActive	D	B	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.1	0.2093852	0.000166821	0.2174391	0.07526422	0.002221257	0.01595274	0.03863124	0.008630645	-0.2172723	0.6252744	39.3665	2.384677	-5.988122	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	A	NotActive	A	C	NotActive	NotActive	D	B	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.1	0.2216455	0.000171627	0.1998839	0.08844892	0.002748549	0.01480691	0.03676786	0.007935114	-0.1997123	0.6250197	41.00867	3.678921	-5.440518	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	A	NotActive	A	C	NotActive	NotActive	D	A	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.1	0.2327716	0.00016814	0.1829925	0.1026082	0.003260388	0.01392366	0.03550721	0.007272334	-0.1828244	0.6247627	40.62983	3.931698	-5.296031	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	A	NotActive	NotActive	D	NotActive	B	NotActive	A	C	NotActive	NotActive	D	A	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.2	0.2310089	0.000175938	0.1679222	0.109482	0.00348093	0.01299862	0.03705443	0.006847497	-0.1677462	0.6244787	39.50854	4.228929	-5.161577	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	A	NotActive	NotActive	D	NotActive	B	NotActive	A	C	NotActive	NotActive	C	A	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.2	0.2274315	0.000178126	0.1533543	0.1239456	0.003592998	0.01210963	0.03913341	0.006236585	-0.1531762	0.6240278	39.12562	3.86462	-4.869086	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	B	NotActive	A	B	NotActive	NotActive	C	A	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.2	0.2269369	0.000175735	0.1403906	0.1390841	0.003759458	0.01133605	0.03909947	0.005667557	-0.1402149	0.6234154	39.9701	3.483999	-4.842018	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	B	NotActive	A	B	NotActive	NotActive	C	A	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.3	0.2265059	0.000171483	0.1288858	0.158286	0.003952303	0.01071991	0.03837069	0.005149623	-0.1581145	0.6226312	40.19761	2.433274	-5.298144	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	B	NotActive	A	B	NotActive	NotActive	C	A	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.3	0.2249663	0.000166089	0.1190016	0.1717264	0.004320483	0.01016157	0.03731035	0.004690128	-0.1715603	0.6216454	40.47458	2.089956	-5.787201	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	B	NotActive	NotActive	B	NotActive	NotActive	C	A	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.3	0.2285345	0.000160802	0.1099159	0.1844297	0.004640886	0.009681366	0.03572272	0.004269843	-0.184269	0.6205206	40.19393	2.662745	-4.849002	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	B	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.4	0.2273007	0.000150752	0.1075814	0.1895874	0.005317615	0.009440052	0.03367331	0.003890625	-0.1894366	0.6192595	40.47451	2.779888	-4.509131	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	B	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.4	0.2353752	0.000145043	0.1025651	0.1953615	0.00616873	0.00915066	0.03148938	0.003548515	-0.1952164	0.6177973	40.70694	3.340283	-4.70434	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	B	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.4	0.2319147	0.00013739	0.1000382	0.202586	0.006664908	0.009140421	0.03044945	0.003247864	-0.2024487	0.6162362	40.97729	3.853772	-4.352529	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	B	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.5	0.2344828	0.000135596	0.0949553	0.2108895	0.007068721	0.008975825	0.02917035	0.002987975	-0.2107539	0.6145351	40.92138	3.807548	-4.427042	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	B	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.5	0.2443184	0.000133174	0.09185801	0.212003	0.008175896	0.008733302	0.02730872	0.002758574	-0.2118698	0.6126286	41.1874	2.488845	-4.915669	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	B	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.5	0.2532678	0.000130192	0.08785833	0.2157294	0.008767987	0.008519992	0.02549489	0.002536169	-0.2155992	0.6106152	40.70322	2.868646	-4.443556	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	B	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.6	0.2632827	0.000129394	0.08399471	0.2169965	0.009339961	0.008237944	0.02381	0.002362069	-0.2168671	0.6084706	40.56461	2.370756	-4.374141	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	B	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.6	0.2707946	0.000130809	0.08012207	0.2165096	0.009770275	0.007932095	0.02236783	0.002203008	-0.2163788	0.6061963	40.37188	2.265807	-4.494839	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	A	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.6	0.2726073	0.000128467	0.08006118	0.2150388	0.0103699	0.007685372	0.0210175	0.002058931	-0.2149104	0.6037787	40.36198	2.184231	-4.711861	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	A	NotActive	NotActive	A	NotActive	NotActive	B	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.7	0.2845784	0.000132375	0.07634567	0.2058515	0.01165527	0.007354161	0.01975429	0.001939989	-0.2057191	0.6012423	40.36831	2.64587	-4.996378	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	A	NotActive	NotActive	A	NotActive	NotActive	B	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.7	0.3088623	0.000133508	0.07406519	0.1916336	0.01393172	0.007094246	0.01837675	0.001950353	-0.1915001	0.5986243	38.63386	0.7667072	-4.673593	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	A	NotActive	NotActive	A	NotActive	NotActive	B	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.7	0.3459651	0.000152504	0.06929692	0.1756969	0.01694622	0.006692168	0.01722522	0.001921795	-0.1755444	0.59596	36.91513	0.8495297	-4.855861	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	A	NotActive	NotActive	A	NotActive	NotActive	B	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.8	0.3636485	0.000165166	0.06638307	0.1630757	0.017674	0.006337884	0.01619344	0.001844099	-0.1629106	0.5931797	35.12999	1.805308	-4.901158	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	A	NotActive	NotActive	A	NotActive	NotActive	B	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:09.8	0.3761921	0.000199649	0.06328855	0.1519012	0.01826773	0.006082625	0.01499675	0.00176185	-0.1517016	0.5902801	32.73448	1.020511	-4.743704	Closed	Closed	Open	Lowered	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	A	NotActive	NotActive	A	NotActive	NotActive	B	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
