Video analysis detailed log																																								
Face Model:	General61																																							
Calibration:	None																																							
Start time:	0																																							
Filename:	\Megyn_Kelly.mp4																																							
Frame rate:	29.97002997																																							
Video Time	Neutral	Happy	Sad	Angry	Surprised	Scared	Disgusted	Contempt	Valence	Arousal	Y - Head Orientation	X - Head Orientation	Z - Head Orientation	Mouth	Left Eye	Right Eye	Left Eyebrow	Right Eyebrow	Action Unit 01 - Inner Brow Raiser	Action Unit 02 - Outer Brow Raiser	Action Unit 04 - Brow Lowerer	Action Unit 05 - Upper Lid Raiser	Action Unit 06 - Cheek Raiser	Action Unit 07 - Lid Tightener	Action Unit 09 - Nose Wrinkler	Action Unit 10 - Upper Lip Raiser	Action Unit 12 - Lip Corner Puller	Action Unit 14 - Dimpler	Action Unit 15 - Lip Corner Depressor	Action Unit 17 - Chin Raiser	Action Unit 18 - Lip Puckerer	Action Unit 20 - Lip Stretcher	Action Unit 23 - Lip Tightener	Action Unit 24 - Lip Pressor	Action Unit 25 - Lips Part	Action Unit 26 - Jaw Drop	Action Unit 27 - Mouth Stretch	Action Unit 43 - Eyes Closed	Stimulus	Event Marker
00:05.4	0.3671862	0.1752764	0.000827921	0.003513774	0.04132768	0.02307354	0.01106369	0.004198954	0.1522028	0.3940657	14.7119	-3.82318	-8.918641	Open	Open	Open	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:05.5	0.3948424	0.1637042	0.000810101	0.003688388	0.04087346	0.02168285	0.01078602	0.004163618	0.1420213	0.3940012	14.98525	-3.337554	-8.77479	Open	Open	Open	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:05.5	0.4227146	0.1495828	0.000836941	0.004212429	0.04108765	0.02066709	0.01053272	0.004066685	0.1289157	0.3939272	14.61312	-2.691467	-8.695063	Open	Open	Open	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:05.5	0.451784	0.137526	0.000875692	0.004447119	0.04414175	0.01937705	0.00999963	0.004034524	0.118149	0.3938423	14.22588	-2.62051	-8.496754	Open	Open	Open	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:05.6	0.4724187	0.1267574	0.000901428	0.004794279	0.04522732	0.01848976	0.009743879	0.004164442	0.1082676	0.3937445	13.83484	-2.38625	-8.324168	Open	Open	Open	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:05.6	0.4867945	0.1166992	0.000948871	0.005302463	0.04530204	0.01764726	0.009584279	0.003956608	0.09905194	0.3936445	13.42209	-2.405125	-8.322404	Open	Open	Open	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:05.6	0.4760761	0.1064561	0.000925421	0.005372626	0.07756029	0.01653441	0.009112803	0.003619891	0.08992169	0.39354	13.6702	-2.687794	-8.189844	Open	Open	Open	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:05.7	0.5095948	0.1017171	0.000997803	0.005417624	0.07749438	0.01506671	0.00857721	0.003470744	0.08665039	0.3934191	17.76223	-0.1409079	-5.556098	Open	Open	Open	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:05.7	0.5320178	0.1039259	0.001034004	0.005344993	0.07813973	0.01369779	0.008074807	0.003246148	0.09022816	0.3933173	20.26089	-0.4193612	-5.248914	Open	Open	Open	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	D	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:05.7	0.553175	0.1161748	0.001036277	0.005154151	0.07835752	0.01244984	0.00757505	0.003152542	0.103725	0.3931339	23.31937	-0.4971832	-5.293127	Open	Open	Open	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:05.8	0.5661649	0.1323705	0.001047086	0.004999087	0.0770577	0.01132101	0.00711832	0.003106555	0.1210495	0.3928184	24.91233	-0.4025085	-5.235767	Open	Open	Open	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:05.8	0.5672218	0.1419072	0.001108732	0.00478488	0.07740065	0.01029874	0.00669594	0.002920678	0.1316085	0.3923723	25.87287	-0.2425944	-5.194914	Open	Open	Open	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:05.8	0.585865	0.140118	0.00110795	0.004833891	0.07603312	0.009474227	0.006165536	0.002689301	0.1306438	0.3917993	26.02527	0.5058495	-5.27225	Open	Open	Open	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:05.9	0.5949228	0.1433566	0.001265161	0.00459808	0.0729643	0.008722925	0.005975149	0.002573103	0.1346337	0.3911206	27.09252	0.2084054	-5.221497	Open	Open	Open	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:05.9	0.5804887	0.1696275	0.00135487	0.004242629	0.07470083	0.008230414	0.005541467	0.002646187	0.1613971	0.3903396	27.50171	0.233641	-5.315775	Open	Open	Open	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	A	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:05.9	0.5503829	0.2063164	0.001416068	0.003926841	0.07479487	0.007902816	0.005116761	0.002768271	0.1984136	0.3895746	28.7289	0.4932693	-4.990896	Open	Open	Open	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	A	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:06.0	0.5251099	0.239024	0.001502285	0.0036476	0.07319576	0.00778964	0.004743329	0.002906106	0.2312343	0.3888342	29.8464	0.394917	-4.851069	Open	Open	Open	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	A	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:06.0	0.4927283	0.2723373	0.001605007	0.003398441	0.07005512	0.007535749	0.004448431	0.002944906	0.2648015	0.3881226	30.93899	0.3290072	-4.687727	Open	Open	Closed	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	A	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:06.0	0.4614768	0.3078043	0.001757806	0.003178868	0.06680329	0.007102789	0.004242462	0.003015741	0.3007016	0.3874677	32.26016	0.1404891	-4.105319	Open	Open	Closed	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	B	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:06.1	0.4296568	0.3440534	0.001960585	0.002964914	0.06408311	0.006706337	0.004061557	0.003071099	0.3373471	0.3868487	33.88384	0.4703704	-3.555355	Open	Open	Closed	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	B	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	C	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:06.1	0.401711	0.3750901	0.00224812	0.002774647	0.06112712	0.006232852	0.003895111	0.00318926	0.3688573	0.3862581	35.65314	0.2234229	-3.027336	Open	Open	Closed	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	B	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:06.1	0.3772822	0.4040935	0.00258639	0.002619215	0.05748394	0.00587751	0.003845736	0.003346066	0.3982159	0.3857323	37.05425	-0.06036774	-2.504981	Open	Open	Closed	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	B	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:06.2	0.3548479	0.4307515	0.002932967	0.002473683	0.05424408	0.005541663	0.003775304	0.003667757	0.4252099	0.3852559	38.51273	0.04305001	-1.934474	Open	Open	Closed	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	B	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:06.2	0.3802196	0.4310909	0.002881353	0.002340296	0.05178305	0.005023633	0.00389132	0.01298171	0.4260673	0.3847863	-0.2203522	0.2105535	-2.710667	Open	Open	Closed	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:06.2	0.4128854	0.42252	0.00299848	0.002189512	0.04997591	0.004554839	0.003923878	0.02848525	0.4179652	0.3843142	1.127974	0.4937872	-2.300579	Open	Open	Closed	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:06.3	0.4462593	0.4107499	0.003152636	0.002052319	0.04778207	0.004131492	0.003937437	0.04222689	0.4066184	0.3838184	1.805499	-0.2493899	-1.722661	Closed	Open	Closed	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:06.3	0.4777464	0.3956535	0.003419448	0.0019185	0.04624547	0.003747254	0.003904999	0.05233734	0.3917485	0.3832904	2.214736	-0.3154579	-1.253237	Closed	Open	Closed	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:06.3	0.5056762	0.3830309	0.003616969	0.00179383	0.04486282	0.003400686	0.003875841	0.06162249	0.379155	0.3827362	2.531929	-0.2288961	-0.8580494	Closed	Closed	Closed	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	NotActive	No Stimulus	No Event Marker
00:06.4	0.5336894	0.3650586	0.00378606	0.001729225	0.04329251	0.003089278	0.003863296	0.06909643	0.3611953	0.3821696	2.760769	-0.5435917	-0.508039	Closed	Closed	Closed	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	A	No Stimulus	No Event Marker
00:06.4	0.5557305	0.3484505	0.004002989	0.001644951	0.04237844	0.002805914	0.003799496	0.06956472	0.3444475	0.3814436	2.798725	-0.8813052	0.02770351	Closed	Closed	Closed	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	A	No Stimulus	No Event Marker
00:06.4	0.573018	0.3354777	0.004249816	0.00156593	0.04081593	0.002551846	0.003805855	0.06804505	0.3312279	0.3806157	3.09378	-1.567745	0.3313449	Closed	Closed	Closed	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	A	No Stimulus	No Event Marker
00:06.5	0.5820518	0.3281464	0.004459403	0.001483952	0.03945114	0.002318889	0.003853949	0.06597657	0.323687	0.3797221	3.522139	-1.290396	0.410175	Closed	Closed	Closed	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	A	No Stimulus	No Event Marker
00:06.5	0.5916223	0.3189185	0.004664521	0.00140824	0.03888657	0.002108857	0.003890498	0.0627804	0.314254	0.3787445	3.552405	-1.458796	0.5531127	Closed	Closed	Closed	Neutral	Neutral	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	B	No Stimulus	No Event Marker
00:06.5	0.6007058	0.3061024	0.004916099	0.001351531	0.03783801	0.001920146	0.004015674	0.05899621	0.3011863	0.3776873	3.677467	-1.550253	0.6468675	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	B	No Stimulus	No Event Marker
00:06.6	0.6072116	0.2973807	0.004932067	0.001281705	0.03820058	0.00175533	0.004130019	0.05527946	0.2924486	0.3765565	4.414371	-1.763102	0.7016421	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	B	No Stimulus	No Event Marker
00:06.6	0.6110638	0.2950797	0.004843761	0.001218837	0.03859815	0.001601793	0.004185725	0.05200624	0.290236	0.3753936	4.792751	-1.551598	0.5783299	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	B	No Stimulus	No Event Marker
00:06.6	0.6136662	0.2918694	0.004662777	0.001158905	0.03974787	0.001470102	0.004283207	0.04888491	0.2872066	0.3741726	5.08436	-1.452362	0.6134308	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	No Stimulus	No Event Marker
00:06.7	0.6195648	0.2870062	0.004681774	0.001107044	0.04046352	0.001341853	0.004255685	0.04619951	0.2823244	0.372894	5.019528	-1.305898	0.7384689	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	C	No Stimulus	No Event Marker
00:06.7	0.6172916	0.2854844	0.0046251	0.001059205	0.04109523	0.001235234	0.004263883	0.04347727	0.2808593	0.3715727	5.020415	-1.306326	0.735927	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	No Stimulus	No Event Marker
00:06.7	0.6149082	0.2842274	0.004552318	0.001006	0.04358045	0.001131935	0.004160053	0.04090226	0.2796751	0.370186	5.187424	-1.350726	0.7611648	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	No Stimulus	No Event Marker
00:06.8	0.6127165	0.279637	0.004682126	0.000972985	0.04345825	0.001036017	0.004109111	0.0382387	0.2749549	0.3687521	5.035729	-1.365056	0.7236652	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	C	No Stimulus	No Event Marker
00:06.8	0.606645	0.2797688	0.004679439	0.000926951	0.044184	0.000954683	0.00406591	0.03577426	0.2750894	0.3672769	5.136058	-1.823549	0.664473	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	C	No Stimulus	No Event Marker
00:06.8	0.589246	0.2744343	0.004578039	0.000874597	0.05120993	0.000887429	0.004034857	0.03346895	0.2698563	0.3657524	5.356406	-1.629842	0.5547524	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	No Stimulus	No Event Marker
00:06.9	0.5903742	0.2689106	0.004492427	0.000865917	0.05234245	0.000811167	0.003948483	0.03181131	0.2644182	0.364192	5.756482	-1.674363	0.3815729	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	No Stimulus	No Event Marker
00:06.9	0.5927067	0.2609837	0.004416419	0.00087481	0.05379955	0.000740967	0.003872848	0.03084533	0.2565673	0.3626144	6.188579	-1.982693	0.3053499	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	C	No Stimulus	No Event Marker
00:06.9	0.5943444	0.2513274	0.004325777	0.000875672	0.0554484	0.000682452	0.003869816	0.02960054	0.2470016	0.3609673	6.758042	-2.23816	0.2789282	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	C	No Stimulus	No Event Marker
00:07.0	0.5901672	0.24092	0.004257275	0.000856816	0.05970699	0.000635034	0.00385887	0.02843214	0.2366627	0.3592559	6.65663	-2.463513	0.1789404	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	No Stimulus	No Event Marker
00:07.0	0.583257	0.23277	0.00412283	0.000864092	0.06249559	0.00059957	0.00384209	0.02843625	0.2286472	0.3575193	6.968087	-2.138728	-0.1688298	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	No Stimulus	No Event Marker
00:07.0	0.5814092	0.2258406	0.004223346	0.000858665	0.06288067	0.000559781	0.003828502	0.02786919	0.2216173	0.3557462	6.766838	-2.444025	-0.1938858	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	No Stimulus	No Event Marker
00:07.1	0.5833215	0.2148149	0.004147365	0.000875429	0.06558418	0.000531553	0.003835972	0.02832951	0.2106675	0.3539011	6.794023	-2.304512	-0.3999267	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	No Stimulus	No Event Marker
00:07.1	0.6005269	0.2004755	0.004295426	0.000980852	0.06474087	0.000487228	0.003695845	0.03836998	0.1961801	0.3519962	6.663223	-2.141271	-1.178932	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	No Stimulus	No Event Marker
00:07.1	0.6126605	0.1925305	0.004400577	0.001072146	0.06485118	0.000444616	0.003549706	0.06497955	0.1881299	0.3500912	5.739065	-2.048237	-1.92914	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	C	No Stimulus	No Event Marker
00:07.2	0.6165192	0.1893606	0.004471562	0.001149833	0.06494231	0.000405331	0.003480003	0.08942014	0.1848891	0.3482288	5.244103	-2.063786	-2.574507	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	D	No Stimulus	No Event Marker
00:07.2	0.6280865	0.1872247	0.004435974	0.00120469	0.0664519	0.00036954	0.003341103	0.1125401	0.1827887	0.3464213	5.709017	-2.28283	-2.82038	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	A	NotActive	NotActive	D	No Stimulus	No Event Marker
00:07.2	0.6341462	0.1826202	0.004606044	0.001220702	0.06723363	0.000337881	0.003220974	0.1122532	0.1780142	0.3446642	6.429694	-2.442302	-2.85214	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	D	No Stimulus	No Event Marker
00:07.3	0.636088	0.1764766	0.004687007	0.001247554	0.06869701	0.000309262	0.003097065	0.1066359	0.1717896	0.3429386	7.372248	-2.183305	-2.983202	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	D	No Stimulus	No Event Marker
00:07.3	0.6234025	0.1702506	0.004824862	0.001348159	0.06684105	0.000283164	0.003114563	0.09905891	0.1654257	0.3412826	7.670306	-2.122412	-3.064366	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	D	No Stimulus	No Event Marker
00:07.3	0.6078183	0.1650771	0.004997652	0.001475293	0.06434068	0.000260451	0.003122578	0.09238091	0.1600795	0.3396726	8.708287	-2.021492	-3.196729	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	D	No Stimulus	No Event Marker
00:07.4	0.6051323	0.1640179	0.005183079	0.001505758	0.06385905	0.000238539	0.003044629	0.09546936	0.1588348	0.3381314	10.34867	-1.963819	-3.188215	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	D	No Stimulus	No Event Marker
00:07.4	0.5973437	0.1682968	0.005413588	0.001567298	0.0624661	0.000218565	0.003006876	0.1124305	0.1628832	0.3366601	11.79405	-1.402142	-3.198095	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	D	No Stimulus	No Event Marker
00:07.4	0.5773643	0.1796221	0.005556131	0.001685965	0.06031935	0.000200634	0.003079423	0.1248261	0.174066	0.3352429	13.07441	-1.047114	-3.310979	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	D	No Stimulus	No Event Marker
00:07.5	0.5683023	0.1838708	0.00569556	0.001798367	0.05897512	0.000185265	0.003073013	0.1327609	0.1781753	0.3338626	13.25346	-1.035272	-3.172998	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	D	No Stimulus	No Event Marker
00:07.5	0.5601902	0.2021303	0.00546352	0.001782491	0.06125147	0.000171012	0.002982141	0.1275562	0.1966668	0.3325147	13.5886	-0.9402352	-3.272493	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	D	No Stimulus	No Event Marker
00:07.5	0.5396146	0.2215616	0.005314783	0.001766799	0.06270047	0.000158352	0.002918543	0.1180566	0.2162469	0.3312158	13.66037	-0.7059596	-3.245493	Closed	Closed	Closed	Neutral	Lowered	NotActive	NotActive	NotActive	NotActive	NotActive	B	NotActive	NotActive	C	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	NotActive	D	No Stimulus	No Event Marker
